
"Oreo Galleta Chocolate 2oz",59.999999999952,30,22.5,Stock
"Pala 6013C",1,0,89,Stock
"Pastelitos Pollo",20,30,20,Stock
"Pica Expres Yaniquequitos Crackers",119.999999999523,15,10.67,Stock
"Pica expres Palitos Sabor Original",134.999999999325,15,10.67,Stock
"Planters Maní 1 oz",144.000000002304,20,8.33,Stock
Platanitos,116,40,24.11,Stock
"Plato Rigido #6",4,0,44,Stock
"Pringles Papita Limon 40g",36.000000000096,35,24.58,Stock
"Pringles Papita Original",36.000000000096,35,24.58,Stock
"Pringles Papita Quezo 40g",48.000000000144,35,24.58,Stock
"Quaker Galletas De Avena Chocolate 38g",49,20,14.02,Stock
"Quaker Galletas De Avena Frutos Rojos 38g",56,20,14.01,Stock
"Quaker Galletas De Avena Granola 38g",54,20,14.01,Stock
"Quaker Galletas De Avena Pasas 38g",46,20,14.01,Stock
"Senzo Mix Chocolate 93g",54,35,24.53,Stock
"Servilletas 100/1",3,0,0,Stock
"Snickers ",48.000000000768,45,28.65,Stock
"Snickers Almond",71.999999999424,45,31.88,Stock
Sparkies,100,15,7.38,Stock
"Sprite 20oz",126.000000000432,35,24.72,Stock
"Trident Durazno Mango",12.000000000048,25,18.88,Stock
"Trident Fresa-Limon",17.999999999856,30,12.43,Stock
"Trident Fresandia Citrus",12.000000000048,25,18.88,Stock
"Trident Sabor a Menta",24.000000000096,40,28.02,Stock
"Trident Sandia",24.000000000096,40,28.02,Stock
"Trident Sandia-Yerbabuena",10,30,18,Stock
"Trident Uva-Naranja",17.999999999856,30,12.43,Stock
"Twix Chocolate",35.999999999712,45,28.61,Stock
"Vaso 10oz",2,0,52.95,Stock
Warsteiner,15,120,73.5,Stock
"Wraps de Jamon y Queso",10,110,60,Stock
"Wraps de Pollo",10,110,60,Stock
Yuquitas,8,60,40.4,Stock
varios,2,1,919.9,Stock
